,Actual_OFI,FNN_Model_OFI,actual_signal,FNN_signal
97,-0.12098765432098765,-0.5995919,SELL,SELL
98,0.036585365853658534,-0.05422896,BUY,SELL
99,0.009174311926605505,-0.23192853,BUY,SELL
100,0.8873994638069705,0.9,BUY,BUY
101,0.13766233766233765,0.39240438,BUY,BUY
102,-0.9279279279279279,-0.9,SELL,SELL
103,-0.6764705882352942,-0.66593456,SELL,SELL
104,0.8356940509915014,0.9,BUY,BUY
105,0.04295942720763723,-0.08014029,BUY,SELL
106,0.39655172413793105,0.8311171,BUY,BUY
107,-0.37800687285223367,-0.9,SELL,SELL
108,-0.2706185567010309,-0.9,SELL,SELL
109,-0.028125,-0.029724775,SELL,SELL
110,-0.25757575757575757,-0.66819376,SELL,SELL
111,-0.28073394495412846,-0.9,SELL,SELL
112,0.5173501577287066,0.9,BUY,BUY
113,0.056439942112879886,0.045993626,BUY,BUY
114,0.948051948051948,0.9,BUY,BUY
115,0.25757575757575757,0.6527706,BUY,BUY
116,-0.5165876777251185,-0.9,SELL,SELL
117,0.4,0.4958015,BUY,BUY
118,0.910761154855643,0.9,BUY,BUY
119,-0.03800786369593709,-0.014021097,SELL,SELL
120,-0.45454545454545453,-0.9,SELL,SELL
121,-0.7269503546099291,-0.9,SELL,SELL
122,-0.5608308605341247,-0.9,SELL,SELL
123,-0.2807017543859649,-0.35511017,SELL,SELL
124,0.007177033492822967,-0.18582076,BUY,SELL
125,0.38329764453961457,0.9876874,BUY,BUY
126,0.28113879003558717,0.4934005,BUY,BUY
127,-0.825136612021858,-0.9,SELL,SELL
128,-0.6534653465346535,-0.9,SELL,SELL
129,-0.37142857142857144,-0.6527923,SELL,SELL
130,-0.25448028673835127,-0.6922938,SELL,SELL
131,0.524904214559387,0.9382468,BUY,BUY
132,-0.4936708860759494,-0.9,SELL,SELL
133,-0.32270916334661354,-0.9,SELL,SELL
134,0.5732647814910026,0.9,BUY,BUY
135,0.6781609195402298,0.75899136,BUY,BUY
136,-0.3511450381679389,-0.9,SELL,SELL
137,0.4774066797642436,0.9,BUY,BUY
138,-0.5411954765751211,-0.9,SELL,SELL
139,0.15789473684210525,0.36964446,BUY,BUY
140,0.11173184357541899,0.4733637,BUY,BUY
141,-0.2012288786482335,-0.9,SELL,SELL
142,-0.36962750716332377,-0.9,SELL,SELL
143,-0.215311004784689,-0.43685907,SELL,SELL
144,-0.33941605839416056,-0.9,SELL,SELL
145,-0.08928571428571429,-0.2525136,SELL,SELL
146,-0.9391891891891891,-0.9,SELL,SELL
147,0.1366906474820144,0.533078,BUY,BUY
148,-0.9842105263157894,-0.9,SELL,SELL
149,0.32325141776937616,0.8684533,BUY,BUY
150,-0.07068366164542295,-0.113847435,SELL,SELL
151,0.6105769230769231,0.9,BUY,BUY
152,0.9519038076152304,0.9,BUY,BUY
153,0.8535031847133758,0.9,BUY,BUY
154,0.25279642058165547,0.5812636,BUY,BUY
155,-0.11387163561076605,-0.34160632,SELL,SELL
156,-0.017130620985010708,-0.10401791,SELL,SELL
157,-0.6504504504504505,-0.9,SELL,SELL
158,0.7172131147540983,0.9,BUY,BUY
159,-0.5203836930455635,-0.9,SELL,SELL
160,0.09090909090909091,0.34982473,BUY,BUY
161,-0.8333333333333334,-0.9,SELL,SELL
162,-0.5161290322580645,-0.9,SELL,SELL
163,0.09219858156028368,0.26750213,BUY,BUY
164,-0.19667590027700832,-0.6286468,SELL,SELL
165,-0.026285714285714287,-0.05808133,SELL,SELL
166,0.04630788485607009,-0.04446858,BUY,SELL
167,0.3333333333333333,0.35594523,BUY,BUY
168,-0.07692307692307693,-0.09757203,SELL,SELL
169,0.16883116883116883,0.4347027,BUY,BUY
170,0.5407407407407407,0.6245548,BUY,BUY
171,0.19430051813471502,0.7011607,BUY,BUY
172,0.2634146341463415,0.56523424,BUY,BUY
173,0.002881844380403458,-0.13567227,BUY,SELL
174,0.24158125915080528,0.74425155,BUY,BUY
175,0.08315565031982942,0.18749171,BUY,BUY
176,0.21246458923512748,0.6995104,BUY,BUY
177,0.20781032078103207,0.6967657,BUY,BUY
178,0.35973597359735976,0.6741844,BUY,BUY
179,-0.8747099767981439,-0.9,SELL,SELL
180,0.7070707070707071,0.9,BUY,BUY
181,0.5801886792452831,0.9,BUY,BUY
182,-0.32432432432432434,-0.72006327,SELL,SELL
183,-0.10852713178294573,-0.19513625,SELL,SELL
184,0.014925373134328358,0.00095755025,BUY,BUY
185,-0.10063694267515924,-0.3913414,SELL,SELL
186,-0.20882852292020374,-0.9,SELL,SELL
187,-1.0,-0.9,SELL,SELL
188,-0.49157733537519144,-0.9,SELL,SELL
189,-0.09768637532133675,-0.3608715,SELL,SELL
190,-0.1267605633802817,-0.42654914,SELL,SELL
191,-0.01090909090909091,-0.06627768,SELL,SELL
192,0.21926910299003322,0.6425336,BUY,BUY
193,-0.2774566473988439,-0.9,SELL,SELL
194,-0.052054794520547946,-0.009266553,SELL,SELL
195,-0.012949640287769784,-0.08417863,SELL,SELL
196,0.024509803921568627,-0.23911875,BUY,SELL
197,0.15333333333333332,0.37089592,BUY,BUY
198,-0.3306930693069307,-0.9,SELL,SELL
199,-0.325068870523416,-0.9,SELL,SELL
200,0.3396825396825397,0.9,BUY,BUY
201,-0.6603053435114504,-0.9,SELL,SELL
202,-0.5879828326180258,-0.9,SELL,SELL
203,0.45187601957585644,0.9,BUY,BUY
204,0.2629310344827586,0.60887605,BUY,BUY
205,0.22105263157894736,0.68942577,BUY,BUY
206,-0.1558073654390935,-0.44415277,SELL,SELL
207,-0.5498281786941581,-0.9,SELL,SELL
208,0.5265017667844523,0.9,BUY,BUY
209,0.1262135922330097,0.13965267,BUY,BUY
210,0.9655172413793104,0.9,BUY,BUY
211,-0.1853720050441362,-0.9,SELL,SELL
212,0.10614525139664804,0.24742824,BUY,BUY
213,-0.14741035856573706,-0.5545861,SELL,SELL
214,0.06353591160220995,0.10064536,BUY,BUY
215,-0.7793103448275862,-0.9,SELL,SELL
216,0.19089759797724398,0.7046569,BUY,BUY
217,0.375,0.7562285,BUY,BUY
218,-0.08037383177570094,-0.15660828,SELL,SELL
219,-0.10877192982456141,-0.5041029,SELL,SELL
220,0.1687041564792176,0.6660531,BUY,BUY
221,0.4646153846153846,0.9608832,BUY,BUY
222,-0.0547945205479452,-0.009580312,SELL,SELL
223,-0.13679245283018868,-0.7855856,SELL,SELL
224,-0.0670391061452514,-0.06826228,SELL,SELL
225,-0.5276381909547738,-0.9,SELL,SELL
226,-0.7222222222222222,-0.9,SELL,SELL
227,0.37327188940092165,0.9020384,BUY,BUY
228,-0.4742547425474255,-0.9,SELL,SELL
229,0.4948805460750853,0.9,BUY,BUY
230,0.06965174129353234,0.111260474,BUY,BUY
231,0.11392405063291139,0.25257403,BUY,BUY
232,0.48919449901768175,0.9,BUY,BUY
233,0.023809523809523808,-0.28046674,BUY,SELL
234,0.926829268292683,0.98130566,BUY,BUY
235,-0.4540059347181009,-0.9,SELL,SELL
236,-0.12960760998810938,-0.7071211,SELL,SELL
237,0.2742382271468144,0.8590911,BUY,BUY
238,0.8817966903073287,0.9,BUY,BUY
239,-0.8925619834710744,-0.9,SELL,SELL
240,0.9029535864978903,0.9,BUY,BUY
241,-0.02833158447009444,-0.056496322,SELL,SELL
242,0.2556179775280899,0.79633695,BUY,BUY
243,0.35319148936170214,0.9,BUY,BUY
244,0.2938076416337286,0.9912031,BUY,BUY
245,0.5381750465549349,0.9,BUY,BUY
246,0.42033898305084744,0.9,BUY,BUY
247,-0.09133489461358314,-0.19380754,SELL,SELL
248,-0.15976331360946747,-0.63446444,SELL,SELL
249,-0.04415584415584416,-0.012157617,SELL,SELL
250,-0.12,-0.5672075,SELL,SELL
251,-0.4160206718346253,-0.9,SELL,SELL
252,0.5253164556962026,0.9,BUY,BUY
253,-0.42790697674418604,-0.9,SELL,SELL
254,0.1760154738878143,0.516548,BUY,BUY
255,-0.7029702970297029,-0.9,SELL,SELL
256,-0.21914357682619648,-0.9,SELL,SELL
257,0.1103202846975089,0.5307334,BUY,BUY
258,0.32905982905982906,0.8142236,BUY,BUY
259,-0.21370967741935484,-0.9408571,SELL,SELL
260,0.26582278481012656,0.6866265,BUY,BUY
261,-0.8342967244701349,-0.9,SELL,SELL
262,0.47330960854092524,0.9,BUY,BUY
263,0.42857142857142855,0.74204177,BUY,BUY
264,-0.05131761442441054,-0.009406267,SELL,SELL
265,0.035940803382663845,-0.052930534,BUY,SELL
266,0.17997293640054127,0.64897805,BUY,BUY
267,0.1527777777777778,0.21083134,BUY,BUY
268,0.5665399239543726,0.9,BUY,BUY
269,-0.2907801418439716,-0.9,SELL,SELL
270,0.183206106870229,0.3802734,BUY,BUY
271,-0.8507462686567164,-0.9,SELL,SELL
272,-0.48589341692789967,-0.9,SELL,SELL
273,0.27848101265822783,0.7999013,BUY,BUY
274,0.8153241650294696,0.9,BUY,BUY
275,-0.37662337662337664,-0.9,SELL,SELL
276,0.3010471204188482,0.9,BUY,BUY
277,-0.712,-0.9,SELL,SELL
278,0.06924315619967794,0.13385803,BUY,BUY
279,0.22748091603053436,0.6952165,BUY,BUY
280,-0.03617269544924154,-0.016500173,SELL,SELL
281,-0.7805486284289277,-0.9,SELL,SELL
282,0.6468172484599589,0.9,BUY,BUY
283,0.06493506493506493,0.08965856,BUY,BUY
284,0.43529411764705883,0.4413467,BUY,BUY
285,-0.03009259259259259,-0.0415532,SELL,SELL
286,-0.0431266846361186,-0.012129961,SELL,SELL
287,0.35755813953488375,0.9,BUY,BUY
288,-0.21683673469387754,-0.9,SELL,SELL
289,-0.9130434782608695,-0.9,SELL,SELL
290,-0.07731305449936629,-0.17221946,SELL,SELL
291,0.723342939481268,0.9,BUY,BUY
292,-0.9646017699115044,-0.9,SELL,SELL
293,-0.2780203784570597,-0.9,SELL,SELL
294,0.4209650582362729,0.9,BUY,BUY
295,-0.5424063116370809,-0.9,SELL,SELL
296,-0.6445623342175066,-0.9,SELL,SELL
297,-0.8690476190476191,-0.9,SELL,SELL
298,-0.17167381974248927,-0.65437573,SELL,SELL
299,0.8100558659217877,0.9,BUY,BUY
300,-0.6,-0.9,SELL,SELL
301,0.12050739957716702,0.37956506,BUY,BUY
302,0.5015673981191222,0.9,BUY,BUY
303,-0.8169642857142857,-0.9,SELL,SELL
304,0.9602649006622517,0.9,BUY,BUY
305,0.26373626373626374,0.82694656,BUY,BUY
306,0.29577464788732394,0.59550697,BUY,BUY
307,-0.023758099352051837,-0.07404202,SELL,SELL
308,0.013440860215053764,-0.18432206,BUY,SELL
309,0.09623430962343096,0.35379058,BUY,BUY
310,-0.9505494505494505,-0.9,SELL,SELL
311,0.600896860986547,0.9,BUY,BUY
312,0.8407766990291262,0.9,BUY,BUY
313,0.09789343246592318,0.404548,BUY,BUY
314,-0.10877192982456141,-0.20983237,SELL,SELL
315,-0.06068601583113457,-0.039699256,SELL,SELL
316,0.05071521456436931,-0.003725706,BUY,SELL
317,0.1636904761904762,0.57781917,BUY,BUY
318,-0.41906202723146746,-0.9,SELL,SELL
319,-0.5687203791469194,-0.9,SELL,SELL
320,0.12366412213740458,0.4897855,BUY,BUY
321,0.4375,0.88335437,BUY,BUY
322,-0.7235188509874326,-0.9,SELL,SELL
323,-0.19230769230769232,-0.37806386,SELL,SELL
324,-0.6233766233766234,-0.9,SELL,SELL
325,0.6121673003802282,0.9,BUY,BUY
326,-0.7871396895787139,-0.9,SELL,SELL
327,0.4426229508196721,0.99091893,BUY,BUY
328,-0.42857142857142855,-0.9,SELL,SELL
329,-0.7230142566191446,-0.9,SELL,SELL
330,-0.5308641975308642,-0.9,SELL,SELL
331,-0.05154639175257732,-0.0062698703,SELL,SELL
332,0.6486486486486487,0.6866043,BUY,BUY
333,0.056353591160221,0.03934127,BUY,BUY
334,0.4975609756097561,0.9,BUY,BUY
335,0.5857142857142857,0.9,BUY,BUY
336,-0.22774869109947643,-0.9,SELL,SELL
337,-0.47619047619047616,-0.9,SELL,SELL
338,-0.28118393234672306,-0.9,SELL,SELL
339,-0.19480519480519481,-0.30083615,SELL,SELL
340,-0.48951048951048953,-0.9,SELL,SELL
341,0.5431309904153354,0.9,BUY,BUY
342,0.47342995169082125,0.9,BUY,BUY
343,-0.006211180124223602,-0.034762084,SELL,SELL
344,0.4583333333333333,0.65453225,BUY,BUY
345,-0.112,-0.47894448,SELL,SELL
346,0.9591836734693877,0.9,BUY,BUY
347,0.73828125,0.9,BUY,BUY
348,-0.053763440860215055,-0.006550012,SELL,SELL
349,-0.8046511627906977,-0.9,SELL,SELL
350,0.5184534270650264,0.9,BUY,BUY
351,-0.026755852842809364,-0.029855428,SELL,SELL
352,-0.044359949302915085,-0.012322126,SELL,SELL
353,-0.5327510917030568,-0.9,SELL,SELL
354,-0.038112522686025406,-0.01085156,SELL,SELL
355,0.18238993710691823,0.2769571,BUY,BUY
356,-0.275,-0.9,SELL,SELL
357,-0.05167173252279635,-0.008723436,SELL,SELL
358,0.0847457627118644,0.26221496,BUY,BUY
359,-0.7142857142857143,-0.9,SELL,SELL
360,0.4823529411764706,0.9,BUY,BUY
361,0.4342105263157895,0.8432794,BUY,BUY
362,-0.23076923076923078,-0.23741037,SELL,SELL
363,0.1518987341772152,0.22353238,BUY,BUY
364,-0.19230769230769232,-0.53562397,SELL,SELL
365,-0.4148148148148148,-0.9,SELL,SELL
366,0.18929254302103252,0.54086524,BUY,BUY
367,0.46296296296296297,0.9545546,BUY,BUY
368,0.04793756967670011,-0.0420596,BUY,SELL
369,0.02912621359223301,-0.16775054,BUY,SELL
370,0.5803921568627451,0.9,BUY,BUY
371,0.3397790055248619,0.9,BUY,BUY
372,-0.08585858585858586,-0.15826982,SELL,SELL
373,-0.76,-0.9,SELL,SELL
374,0.4975845410628019,0.74946123,BUY,BUY
375,-0.975975975975976,-0.9,SELL,SELL
376,0.4251497005988024,0.5575008,BUY,BUY
377,-0.14285714285714285,-0.6585428,SELL,SELL
378,-0.7384615384615385,-0.9,SELL,SELL
379,-0.02161547212741752,-0.077772796,SELL,SELL
380,0.3539518900343643,0.6455776,BUY,BUY
381,-0.7768924302788844,-0.9,SELL,SELL
382,0.5862068965517241,0.68594456,BUY,BUY
383,-0.7583892617449665,-0.9,SELL,SELL
384,0.36541889483065954,0.9,BUY,BUY
385,-0.05630026809651475,-0.008094965,SELL,SELL
386,0.14285714285714285,0.36957556,BUY,BUY
387,-0.21202003338898165,-0.9,SELL,SELL
388,-0.07544910179640718,-0.15992945,SELL,SELL
389,0.3665594855305466,0.9,BUY,BUY
390,-0.2459016393442623,-0.9,SELL,SELL
391,-0.1781818181818182,-0.80363244,SELL,SELL
392,0.473015873015873,0.9587806,BUY,BUY
393,-0.6,-0.9,SELL,SELL
394,0.5862068965517241,0.9,BUY,BUY
395,-0.5,-0.9,SELL,SELL
396,-0.5806988352745425,-0.9,SELL,SELL
397,-0.03278688524590164,-0.011000333,SELL,SELL
398,0.12922002328288706,0.5855134,BUY,BUY
399,0.7477797513321492,0.9,BUY,BUY
400,-0.6086956521739131,-0.9,SELL,SELL
401,0.2587601078167116,0.8272942,BUY,BUY
402,0.21338912133891214,0.7088488,BUY,BUY
403,-0.2119815668202765,-0.82218355,SELL,SELL
404,-0.3881019830028329,-0.9,SELL,SELL
405,0.01875901875901876,-0.18717116,BUY,SELL
406,0.7727272727272727,0.9,BUY,BUY
407,-0.3838383838383838,-0.9,SELL,SELL
408,-0.03524229074889868,-0.02305287,SELL,SELL
409,-0.1048780487804878,-0.44772118,SELL,SELL
410,0.29120879120879123,0.9476984,BUY,BUY
411,-0.3929121725731895,-0.9,SELL,SELL
412,-0.10411622276029056,-0.44299096,SELL,SELL
413,0.9682539682539683,0.9,BUY,BUY
414,0.42194744976816073,0.9,BUY,BUY
415,0.9879759519038076,0.9,BUY,BUY
416,-0.45569620253164556,-0.9,SELL,SELL
417,0.20481927710843373,0.4424439,BUY,BUY
418,-0.07945205479452055,-0.18276519,SELL,SELL
419,0.44269662921348313,0.9,BUY,BUY
420,0.9027777777777778,0.9,BUY,BUY
421,-0.3607305936073059,-0.9,SELL,SELL
422,-0.1044776119402985,-0.4674899,SELL,SELL
423,0.813953488372093,0.9,BUY,BUY
424,0.23778501628664495,0.45692402,BUY,BUY
425,-0.7071428571428572,-0.9,SELL,SELL
426,-0.7293729372937293,-0.9,SELL,SELL
427,-0.06686478454680535,-0.07175082,SELL,SELL
428,0.9642857142857143,0.9,BUY,BUY
429,-0.14471968709256844,-0.78948706,SELL,SELL
430,-0.9044776119402985,-0.9,SELL,SELL
431,0.1015625,0.30064422,BUY,BUY
432,-0.0034762456546929316,-0.14946526,SELL,SELL
433,0.7972027972027972,0.9,BUY,BUY
434,0.4939759036144578,0.5161253,BUY,BUY
435,-0.7398720682302772,-0.9,SELL,SELL
436,-0.2204724409448819,-0.53298634,SELL,SELL
437,-0.7333333333333333,-0.9,SELL,SELL
438,-0.9098591549295775,-0.9,SELL,SELL
439,-0.13136729222520108,-0.6500723,SELL,SELL
440,-0.03211009174311927,-0.033916175,SELL,SELL
441,0.09026963657678781,0.353607,BUY,BUY
442,0.3191489361702128,0.89447266,BUY,BUY
443,-0.2379471228615863,-0.9,SELL,SELL
444,-0.15966386554621848,-0.73295945,SELL,SELL
445,0.4012345679012346,0.9,BUY,BUY
446,-0.3522267206477733,-0.83868545,SELL,SELL
447,-0.8164251207729468,-0.9,SELL,SELL
448,-0.8661567877629063,-0.9,SELL,SELL
449,0.27987897125567324,0.8318837,BUY,BUY
450,0.08491761723700887,0.28627378,BUY,BUY
451,-0.10829493087557604,-0.50585,SELL,SELL
452,0.3324175824175824,0.9,BUY,BUY
453,0.7142857142857143,0.9,BUY,BUY
454,0.35172413793103446,0.639816,BUY,BUY
455,-0.5206106870229008,-0.9,SELL,SELL
456,0.4551971326164875,0.8380216,BUY,BUY
457,0.0684931506849315,0.10240632,BUY,BUY
458,1.0,0.9,BUY,BUY
459,-0.17561683599419448,-0.96976584,SELL,SELL
460,0.7640232108317214,0.9,BUY,BUY
461,-0.02743142144638404,-0.010412155,SELL,SELL
462,0.3333333333333333,0.81641155,BUY,BUY
463,-0.28773584905660377,-0.9,SELL,SELL
464,-0.5666666666666667,-0.5699005,SELL,SELL
465,0.40869565217391307,0.9,BUY,BUY
466,1.0,0.9,BUY,BUY
467,0.2898330804248862,0.874399,BUY,BUY
468,-0.75,-0.9,SELL,SELL
469,-0.0967741935483871,-0.23582381,SELL,SELL
470,-0.2065378900445765,-0.9,SELL,SELL
471,0.326984126984127,0.6217354,BUY,BUY
472,-0.8297872340425532,-0.9,SELL,SELL
473,0.37681159420289856,0.88170797,BUY,BUY
474,-0.07297297297297298,-0.12688655,SELL,SELL
475,-0.18383838383838383,-0.7629215,SELL,SELL
476,0.4306569343065693,0.5053049,BUY,BUY
477,-0.23204419889502761,-0.9,SELL,SELL
478,-0.23669724770642203,-0.9,SELL,SELL
479,0.7902097902097902,0.9,BUY,BUY
480,0.45217391304347826,0.9,BUY,BUY
481,-0.12898330804248861,-0.56272477,SELL,SELL
482,-0.16193656093489148,-0.7536823,SELL,SELL
483,-0.30066225165562915,-0.9,SELL,SELL
484,0.1440677966101695,0.44594008,BUY,BUY
485,0.5110294117647058,0.9,BUY,BUY
486,0.22406015037593985,0.69546586,BUY,BUY
487,0.87,0.9,BUY,BUY
488,0.7308488612836439,0.9,BUY,BUY
489,-0.38439306358381503,-0.9,SELL,SELL
490,-0.10759493670886076,-0.38005227,SELL,SELL
491,-0.3712574850299401,-0.9,SELL,SELL
492,0.032624113475177303,-0.13592833,BUY,SELL
493,-0.4423791821561338,-0.9,SELL,SELL
494,0.13076923076923078,0.2666431,BUY,BUY
495,0.3389121338912134,0.85832673,BUY,BUY
496,0.13978494623655913,0.3898781,BUY,BUY
497,0.2613138686131387,0.7865966,BUY,BUY
498,-0.6269430051813472,-0.9,SELL,SELL
499,-0.5,-0.9,SELL,SELL
500,-0.9587155963302753,-0.9,SELL,SELL
501,0.5333333333333333,0.54595387,BUY,BUY
502,0.8260869565217391,0.9,BUY,BUY
503,0.3418803418803419,0.85475093,BUY,BUY
504,-0.6724137931034483,-0.9,SELL,SELL
505,0.01598173515981735,-0.23226327,BUY,SELL
506,0.59375,0.7202546,BUY,BUY
507,-0.12873563218390804,-0.7202398,SELL,SELL
508,0.9375,0.9,BUY,BUY
509,0.3744075829383886,0.562941,BUY,BUY
510,0.8535353535353535,0.9,BUY,BUY
511,0.6374045801526718,0.9,BUY,BUY
512,0.3195548489666137,0.9717491,BUY,BUY
513,-0.7625570776255708,-0.9,SELL,SELL
514,0.24079320113314448,0.49432546,BUY,BUY
515,-0.8888888888888888,-0.9,SELL,SELL
516,0.6852791878172588,0.9,BUY,BUY
517,0.07462686567164178,0.20102674,BUY,BUY
518,0.8521400778210116,0.9,BUY,BUY
519,-0.625,-0.9,SELL,SELL
520,0.0011723329425556857,-0.16606826,BUY,SELL
521,-0.7142857142857143,-0.9,SELL,SELL
522,0.20233463035019456,0.5557464,BUY,BUY
523,0.10648148148148148,0.5087798,BUY,BUY
524,-0.25806451612903225,-0.9,SELL,SELL
525,-0.4409722222222222,-0.9,SELL,SELL
526,0.7717391304347826,0.9,BUY,BUY
527,-0.07095343680709534,-0.11907929,SELL,SELL
528,0.08819538670284939,0.29779464,BUY,BUY
529,-0.8609022556390977,-0.9,SELL,SELL
530,0.26285714285714284,0.8020795,BUY,BUY
531,0.225,0.6797374,BUY,BUY
532,0.4652014652014652,0.8459373,BUY,BUY
533,0.13988439306358383,0.6158717,BUY,BUY
534,-0.23017408123791103,-0.9,SELL,SELL
535,-0.18064516129032257,-0.9160959,SELL,SELL
536,-0.24735729386892177,-0.9,SELL,SELL
537,-0.7785016286644951,-0.9,SELL,SELL
538,-0.598014888337469,-0.9,SELL,SELL
539,0.040214477211796246,-0.08637351,BUY,SELL
540,0.35494880546075086,0.9,BUY,BUY
541,0.2303370786516854,0.48533493,BUY,BUY
542,-0.46959459459459457,-0.9,SELL,SELL
543,-0.9869281045751634,-0.9,SELL,SELL
544,-0.2890792291220557,-0.9,SELL,SELL
545,0.20205920205920205,0.72243387,BUY,BUY
546,0.02054794520547945,-0.25106686,BUY,SELL
547,0.10569105691056911,0.43771726,BUY,BUY
548,-0.03747072599531616,-0.015564142,SELL,SELL
549,-0.26846846846846845,-0.9,SELL,SELL
550,-0.4289940828402367,-0.9,SELL,SELL
551,-0.0912621359223301,-0.22037905,SELL,SELL
552,-0.3333333333333333,-0.9,SELL,SELL
553,-0.050955414012738856,-0.0069836956,SELL,SELL
554,-0.2735632183908046,-0.9,SELL,SELL
555,0.834983498349835,0.9,BUY,BUY
556,-0.21502590673575128,-0.9,SELL,SELL
557,-0.05730994152046784,-0.0085226875,SELL,SELL
558,-0.047619047619047616,-0.011352239,SELL,SELL
559,-0.46254071661237783,-0.9,SELL,SELL
