Time,buy_orders,sell_orders
2024-10-14 08:06:52,444,220
2024-10-14 08:06:53,232,151
2024-10-14 08:06:54,402,110
2024-10-14 08:06:55,75,182
2024-10-14 08:06:56,264,398
2024-10-14 08:06:57,454,338
2024-10-14 08:06:58,283,71
2024-10-14 08:06:59,205,417
2024-10-14 08:07:00,222,385
2024-10-14 08:07:01,383,282
2024-10-14 08:07:02,51,73
2024-10-14 08:07:03,338,354
2024-10-14 08:07:04,366,214
2024-10-14 08:07:05,143,496
2024-10-14 08:07:06,372,327
2024-10-14 08:07:07,68,475
2024-10-14 08:07:08,98,22
2024-10-14 08:07:09,395,67
2024-10-14 08:07:10,24,397
2024-10-14 08:07:11,435,446
2024-10-14 08:07:12,378,372
2024-10-14 08:07:13,468,361
2024-10-14 08:07:14,483,92
2024-10-14 08:07:15,52,320
2024-10-14 08:07:16,150,323
2024-10-14 08:07:17,143,383
2024-10-14 08:07:18,56,62
2024-10-14 08:07:19,38,223
2024-10-14 08:07:20,108,224
2024-10-14 08:07:21,180,368
2024-10-14 08:07:22,41,345
2024-10-14 08:07:23,185,336
2024-10-14 08:07:24,422,102
2024-10-14 08:07:25,397,214
2024-10-14 08:07:26,222,191
2024-10-14 08:07:27,121,159
2024-10-14 08:07:28,132,371
