Time,buy_orders,sell_orders
2024-10-14 07:59:41,11,28
2024-10-14 07:59:42,4,14
2024-10-14 07:59:43,36,34
2024-10-14 07:59:44,31,46
2024-10-14 07:59:45,58,36
2024-10-14 07:59:46,54,54
2024-10-14 07:59:47,8,11
2024-10-14 07:59:48,40,29
2024-10-14 07:59:49,34,19
2024-10-14 07:59:50,18,36
2024-10-14 07:59:51,47,2
2024-10-14 07:59:52,15,8
2024-10-14 07:59:53,2,57
2024-10-14 07:59:54,19,40
2024-10-14 07:59:55,23,38
2024-10-14 07:59:56,53,25
2024-10-14 07:59:57,55,1
2024-10-14 07:59:58,32,22
2024-10-14 07:59:59,23,22
2024-10-14 08:00:00,51,58
2024-10-14 08:00:01,10,20
2024-10-14 08:00:02,48,15
2024-10-14 08:00:03,7,8
2024-10-14 08:00:04,35,12
2024-10-14 08:00:05,37,27
2024-10-14 08:00:06,39,26
2024-10-14 08:00:07,19,50
2024-10-14 08:00:08,34,51
2024-10-14 08:00:09,47,16
2024-10-14 08:00:10,24,37
2024-10-14 08:00:11,34,35
2024-10-14 08:00:12,24,0
2024-10-14 08:00:13,28,17
2024-10-14 08:00:14,17,50
2024-10-14 08:00:15,45,8
2024-10-14 08:00:16,17,12
2024-10-14 08:00:17,1,39
2024-10-14 08:00:18,53,54
2024-10-14 08:00:19,34,44
2024-10-14 08:00:20,15,14
2024-10-14 08:00:21,60,42
2024-10-14 08:00:22,40,43
2024-10-14 08:00:23,35,45
2024-10-14 08:00:24,32,3
2024-10-14 08:00:25,3,32
2024-10-14 08:00:26,32,23
2024-10-14 08:00:27,13,35
2024-10-14 08:00:28,20,50
2024-10-14 08:00:29,47,40
2024-10-14 08:00:30,19,9
2024-10-14 08:00:31,55,35
2024-10-14 08:00:32,7,19
2024-10-14 08:00:33,6,40
2024-10-14 08:00:34,2,44
2024-10-14 08:00:35,16,43
2024-10-14 08:00:36,32,10
2024-10-14 08:00:37,47,11
2024-10-14 08:00:38,11,17
2024-10-14 08:00:39,58,29
2024-10-14 08:00:40,50,43
2024-10-14 08:00:41,21,47
2024-10-14 08:00:42,54,36
2024-10-14 08:00:43,21,19
2024-10-14 08:00:44,45,24
2024-10-14 08:00:45,29,11
2024-10-14 08:00:46,37,20
2024-10-14 08:00:47,37,24
2024-10-14 08:00:48,44,10
2024-10-14 08:00:49,50,8
2024-10-14 08:00:50,53,49
2024-10-14 08:00:51,7,24
2024-10-14 08:00:52,26,34
2024-10-14 08:00:53,26,51
2024-10-14 08:00:54,33,31
2024-10-14 08:00:55,20,48
2024-10-14 08:00:56,29,13
2024-10-14 08:00:57,32,0
2024-10-14 08:00:58,27,16
2024-10-14 08:00:59,46,24
2024-10-14 08:01:00,32,58
2024-10-14 08:01:01,4,7
2024-10-14 08:01:02,59,4
2024-10-14 08:01:03,60,4
2024-10-14 08:01:04,47,40
2024-10-14 08:01:05,18,34
2024-10-14 08:01:06,3,18
2024-10-14 08:01:07,34,22
2024-10-14 08:01:08,48,8
2024-10-14 08:01:09,16,53
2024-10-14 08:01:10,43,29
2024-10-14 08:01:11,27,49
2024-10-14 08:01:12,29,15
2024-10-14 08:01:13,28,32
2024-10-14 08:01:14,45,1
2024-10-14 08:01:15,52,13
2024-10-14 08:01:16,5,45
2024-10-14 08:01:17,34,0
2024-10-14 08:01:18,59,25
2024-10-14 08:01:19,40,57
2024-10-14 08:01:20,36,24
2024-10-14 08:01:21,23,15
2024-10-14 08:01:22,28,14
2024-10-14 08:01:23,48,25
2024-10-14 08:01:24,45,46
2024-10-14 08:01:25,52,43
2024-10-14 08:01:26,30,15
2024-10-14 08:01:27,34,13
2024-10-14 08:01:28,59,28
2024-10-14 08:01:29,32,23
2024-10-14 08:01:30,51,46
2024-10-14 08:01:31,60,54
2024-10-14 08:01:32,20,14
2024-10-14 08:01:33,31,18
2024-10-14 08:01:34,22,7
2024-10-14 08:01:35,32,33
2024-10-14 08:01:36,2,1
2024-10-14 08:01:37,17,26
2024-10-14 08:01:38,24,9
2024-10-14 08:01:39,41,34
2024-10-14 08:01:40,30,22
2024-10-14 08:01:41,53,48
2024-10-14 08:01:42,57,7
2024-10-14 08:01:43,2,27
2024-10-14 08:01:44,39,22
2024-10-14 08:01:45,45,3
2024-10-14 08:01:46,23,13
2024-10-14 08:01:47,49,52
2024-10-14 08:01:48,31,41
2024-10-14 08:01:49,46,28
2024-10-14 08:01:50,21,0
2024-10-14 08:01:51,22,3
2024-10-14 08:01:52,1,31
2024-10-14 08:01:53,26,32
2024-10-14 08:01:54,41,48
2024-10-14 08:01:55,1,25
2024-10-14 08:01:56,25,16
2024-10-14 08:01:57,16,38
2024-10-14 08:01:58,39,22
2024-10-14 08:01:59,32,31
2024-10-14 08:02:00,8,51
2024-10-14 08:02:01,42,14
2024-10-14 08:02:02,53,12
2024-10-14 08:02:03,47,59
2024-10-14 08:02:04,38,1
2024-10-14 08:02:05,28,59
2024-10-14 08:02:06,41,18
2024-10-14 08:02:07,54,23
2024-10-14 08:02:08,25,44
2024-10-14 08:02:09,34,23
2024-10-14 08:02:10,49,10
2024-10-14 08:02:11,24,58
2024-10-14 08:02:12,23,21
2024-10-14 08:02:13,12,14
2024-10-14 08:02:14,59,9
2024-10-14 08:02:15,57,40
2024-10-14 08:02:16,6,26
2024-10-14 08:02:17,56,59
2024-10-14 08:02:18,35,8
2024-10-14 08:02:19,44,51
2024-10-14 08:02:20,19,27
2024-10-14 08:02:21,0,0
2024-10-14 08:02:22,7,16
2024-10-14 08:02:23,45,30
2024-10-14 08:02:24,15,43
2024-10-14 08:02:25,13,9
2024-10-14 08:02:26,11,36
2024-10-14 08:02:27,50,28
2024-10-14 08:02:28,22,17
2024-10-14 08:02:29,14,46
2024-10-14 08:02:30,27,37
2024-10-14 08:02:31,33,38
2024-10-14 08:02:32,1,48
2024-10-14 08:02:33,31,5
2024-10-14 08:02:34,22,39
2024-10-14 08:02:35,21,11
2024-10-14 08:02:36,50,52
2024-10-14 08:02:37,24,13
2024-10-14 08:02:38,57,43
2024-10-14 08:02:39,60,54
2024-10-14 08:02:40,21,9
2024-10-14 08:02:41,57,53
2024-10-14 08:02:42,57,19
2024-10-14 08:02:43,21,14
2024-10-14 08:02:44,48,30
2024-10-14 08:02:45,51,6
2024-10-14 08:02:46,41,57
2024-10-14 08:02:47,5,40
2024-10-14 08:02:48,14,9
2024-10-14 08:02:49,53,9
2024-10-14 08:02:50,42,47
2024-10-14 08:02:51,59,60
2024-10-14 08:02:52,36,38
2024-10-14 08:02:53,32,27
2024-10-14 08:02:54,7,29
2024-10-14 08:02:55,52,36
2024-10-14 08:02:56,59,54
2024-10-14 08:02:57,43,2
2024-10-14 08:02:58,43,49
2024-10-14 08:02:59,4,42
2024-10-14 08:03:00,38,14
2024-10-14 08:03:01,3,20
2024-10-14 08:03:02,5,51
2024-10-14 08:03:03,44,36
2024-10-14 08:03:04,31,55
2024-10-14 08:03:05,51,11
2024-10-14 08:03:06,29,3
2024-10-14 08:03:07,46,46
2024-10-14 08:03:08,34,8
2024-10-14 08:03:09,54,38
2024-10-14 08:03:10,39,41
2024-10-14 08:03:11,51,60
2024-10-14 08:03:12,15,27
2024-10-14 08:03:13,12,22
2024-10-14 08:03:14,49,44
2024-10-14 08:03:15,59,60
2024-10-14 08:03:16,41,39
2024-10-14 08:03:17,29,43
2024-10-14 08:03:18,18,21
2024-10-14 08:03:19,16,23
2024-10-14 08:03:20,55,50
2024-10-14 08:03:21,18,57
2024-10-14 08:03:22,27,25
2024-10-14 08:03:23,57,29
2024-10-14 08:03:24,54,32
2024-10-14 08:03:25,25,15
2024-10-14 08:03:26,36,21
2024-10-14 08:03:27,25,48
2024-10-14 08:03:28,52,56
2024-10-14 08:03:29,22,49
2024-10-14 08:03:30,8,42
2024-10-14 08:03:31,11,17
2024-10-14 08:03:32,52,6
2024-10-14 08:03:33,0,49
2024-10-14 08:03:34,57,25
2024-10-14 08:03:35,57,7
2024-10-14 08:03:36,0,5
2024-10-14 08:03:37,46,29
2024-10-14 08:03:38,33,38
2024-10-14 08:03:39,31,22
2024-10-14 08:03:40,53,31
2024-10-14 08:03:41,47,21
2024-10-14 08:03:42,24,41
2024-10-14 08:03:43,39,42
2024-10-14 08:03:44,44,56
2024-10-14 08:03:45,52,44
2024-10-14 08:03:46,0,8
2024-10-14 08:03:47,15,30
2024-10-14 08:03:48,60,6
2024-10-14 08:03:49,38,8
2024-10-14 08:03:50,4,12
2024-10-14 08:03:51,21,57
2024-10-14 08:03:52,28,2
2024-10-14 08:03:53,54,34
2024-10-14 08:03:54,2,32
2024-10-14 08:03:55,11,20
2024-10-14 08:03:56,25,30
2024-10-14 08:03:57,15,51
2024-10-14 08:03:58,50,33
2024-10-14 08:03:59,36,31
2024-10-14 08:04:00,21,56
2024-10-14 08:04:01,56,34
2024-10-14 08:04:02,28,14
2024-10-14 08:04:03,13,55
2024-10-14 08:04:04,27,31
2024-10-14 08:04:05,4,5
2024-10-14 08:04:06,46,44
2024-10-14 08:04:07,48,20
2024-10-14 08:04:08,29,32
2024-10-14 08:04:09,45,31
2024-10-14 08:04:10,51,51
2024-10-14 08:04:11,4,18
2024-10-14 08:04:12,11,32
2024-10-14 08:04:13,15,27
2024-10-14 08:04:14,25,30
2024-10-14 08:04:15,25,20
2024-10-14 08:04:16,47,53
2024-10-14 08:04:17,20,33
2024-10-14 08:04:18,38,14
2024-10-14 08:04:19,35,13
2024-10-14 08:04:20,32,18
2024-10-14 08:04:21,29,42
2024-10-14 08:04:22,36,14
2024-10-14 08:04:23,22,5
2024-10-14 08:04:24,57,51
2024-10-14 08:04:25,9,8
2024-10-14 08:04:26,53,36
2024-10-14 08:04:27,4,19
2024-10-14 08:04:28,35,33
2024-10-14 08:04:29,33,37
2024-10-14 08:04:30,51,25
2024-10-14 08:04:31,30,17
2024-10-14 08:04:32,9,27
2024-10-14 08:04:33,57,60
2024-10-14 08:04:34,18,54
2024-10-14 08:04:35,57,50
2024-10-14 08:04:36,31,8
2024-10-14 08:04:37,0,31
2024-10-14 08:04:38,55,58
2024-10-14 08:04:39,4,52
2024-10-14 08:04:40,44,55
2024-10-14 08:04:41,3,58
2024-10-14 08:04:42,15,5
2024-10-14 08:04:43,23,13
2024-10-14 08:04:44,15,27
2024-10-14 08:04:45,54,57
2024-10-14 08:04:46,1,23
2024-10-14 08:04:47,48,60
2024-10-14 08:04:48,27,12
2024-10-14 08:04:49,31,42
2024-10-14 08:04:50,26,11
2024-10-14 08:04:51,19,50
2024-10-14 08:04:52,23,18
2024-10-14 08:04:53,11,20
2024-10-14 08:04:54,49,26
2024-10-14 08:04:55,34,57
2024-10-14 08:04:56,59,18
2024-10-14 08:04:57,32,23
2024-10-14 08:04:58,32,25
2024-10-14 08:04:59,60,44
2024-10-14 08:05:00,50,27
2024-10-14 08:05:01,42,45
2024-10-14 08:05:02,36,55
2024-10-14 08:05:03,11,17
2024-10-14 08:05:04,2,43
2024-10-14 08:05:05,0,35
2024-10-14 08:05:06,32,41
2024-10-14 08:05:07,39,28
2024-10-14 08:05:08,9,16
2024-10-14 08:05:09,42,3
2024-10-14 08:05:10,43,43
2024-10-14 08:05:11,28,44
2024-10-14 08:05:12,12,60
2024-10-14 08:05:13,11,58
2024-10-14 08:05:14,30,28
2024-10-14 08:05:15,45,3
2024-10-14 08:05:16,1,9
2024-10-14 08:05:17,60,24
2024-10-14 08:05:18,50,30
2024-10-14 08:05:19,49,2
2024-10-14 08:05:20,34,46
2024-10-14 08:05:21,22,1
2024-10-14 08:05:22,16,56
2024-10-14 08:05:23,25,24
2024-10-14 08:05:24,7,48
2024-10-14 08:05:25,28,5
2024-10-14 08:05:26,25,25
2024-10-14 08:05:27,9,7
2024-10-14 08:05:28,25,34
2024-10-14 08:05:29,33,26
2024-10-14 08:05:30,50,24
2024-10-14 08:05:31,40,17
2024-10-14 08:05:32,6,53
2024-10-14 08:05:33,3,0
2024-10-14 08:05:34,57,60
2024-10-14 08:05:35,52,47
2024-10-14 08:05:36,49,38
2024-10-14 08:05:37,44,2
2024-10-14 08:05:38,10,54
2024-10-14 08:05:39,28,3
2024-10-14 08:05:40,55,40
2024-10-14 08:05:41,35,36
2024-10-14 08:05:42,24,50
2024-10-14 08:05:43,20,14
2024-10-14 08:05:44,60,7
2024-10-14 08:05:45,56,37
2024-10-14 08:05:46,35,49
2024-10-14 08:05:47,9,18
2024-10-14 08:05:48,36,55
2024-10-14 08:05:49,8,46
2024-10-14 08:05:50,23,25
2024-10-14 08:05:51,34,38
2024-10-14 08:05:52,48,9
2024-10-14 08:05:53,34,37
2024-10-14 08:05:54,47,13
2024-10-14 08:05:55,35,48
2024-10-14 08:05:56,17,40
2024-10-14 08:05:57,48,18
2024-10-14 08:05:58,38,29
2024-10-14 08:05:59,31,4
2024-10-14 08:06:00,23,54
2024-10-14 08:06:01,22,30
2024-10-14 08:06:02,31,6
2024-10-14 08:06:03,36,18
2024-10-14 08:06:04,11,30
2024-10-14 08:06:05,48,51
2024-10-14 08:06:06,54,57
2024-10-14 08:06:07,12,38
2024-10-14 08:06:08,22,23
2024-10-14 08:06:09,24,33
2024-10-14 08:06:10,34,56
2024-10-14 08:06:11,40,22
2024-10-14 08:06:12,29,47
2024-10-14 08:06:13,16,44
2024-10-14 08:06:14,48,39
2024-10-14 08:06:15,19,5
2024-10-14 08:06:16,47,37
2024-10-14 08:06:17,24,40
2024-10-14 08:06:18,21,35
2024-10-14 08:06:19,12,26
2024-10-14 08:06:20,58,10
2024-10-14 08:06:21,18,4
2024-10-14 08:06:22,48,56
2024-10-14 08:06:23,35,16
2024-10-14 08:06:24,11,51
2024-10-14 08:06:25,60,6
2024-10-14 08:06:26,40,26
2024-10-14 08:06:27,18,46
2024-10-14 08:06:28,11,56
2024-10-14 08:06:29,8,14
2024-10-14 08:06:30,6,45
2024-10-14 08:06:31,27,12
2024-10-14 08:06:32,13,10
2024-10-14 08:06:33,30,59
2024-10-14 08:06:34,51,44
2024-10-14 08:06:35,18,25
2024-10-14 08:06:36,57,21
2024-10-14 08:06:37,46,27
2024-10-14 08:06:38,15,23
2024-10-14 08:06:39,52,28
2024-10-14 08:06:40,4,8
2024-10-14 08:06:41,34,41
2024-10-14 08:06:42,11,3
2024-10-14 08:06:43,24,48
2024-10-14 08:06:44,51,45
2024-10-14 08:06:45,58,55
2024-10-14 08:06:46,20,17
2024-10-14 08:06:47,35,42
2024-10-14 08:06:48,52,15
2024-10-14 08:06:49,22,32
2024-10-14 08:06:50,15,28
2024-10-14 08:06:51,56,38
2024-10-14 08:06:52,38,59
2024-10-14 08:06:53,44,9
2024-10-14 08:06:54,52,8
2024-10-14 08:06:55,41,58
2024-10-14 08:06:56,57,30
2024-10-14 08:06:57,38,27
2024-10-14 08:06:58,13,59
2024-10-14 08:06:59,30,56
2024-10-14 08:07:00,57,2
2024-10-14 08:07:01,4,53
2024-10-14 08:07:02,34,54
2024-10-14 08:07:03,22,13
2024-10-14 08:07:04,28,57
2024-10-14 08:07:05,42,24
2024-10-14 08:07:06,10,14
2024-10-14 08:07:07,17,1
2024-10-14 08:07:08,46,23
2024-10-14 08:07:09,11,13
2024-10-14 08:07:10,8,47
2024-10-14 08:07:11,9,6
2024-10-14 08:07:12,57,35
2024-10-14 08:07:13,43,49
2024-10-14 08:07:14,16,23
2024-10-14 08:07:15,60,26
2024-10-14 08:07:16,37,36
2024-10-14 08:07:17,6,37
2024-10-14 08:07:18,45,29
2024-10-14 08:07:19,12,26
2024-10-14 08:07:20,39,38
2024-10-14 08:07:21,41,14
2024-10-14 08:07:22,8,25
2024-10-14 08:07:23,49,0
2024-10-14 08:07:24,26,55
2024-10-14 08:07:25,57,3
2024-10-14 08:07:26,1,28
2024-10-14 08:07:27,4,56
2024-10-14 08:07:28,28,0
