Time,buy_orders,sell_orders
2024-10-22 13:32:11,19,57
2024-10-22 13:32:12,36,37
2024-10-22 13:32:13,0,35
2024-10-22 13:32:14,48,290
2024-10-22 13:32:15,84,2913
2024-10-22 13:32:16,0,1360
2024-10-22 13:32:17,75,30
2024-10-22 13:32:18,14,0
2024-10-22 13:32:19,13,39
2024-10-22 13:32:20,4235,30
2024-10-22 13:32:21,18,0
2024-10-22 13:32:23,800,47
2024-10-22 13:32:24,59,0
2024-10-22 13:32:25,42,28
2024-10-22 13:32:26,30,1183
2024-10-22 13:32:27,28,14
2024-10-22 13:32:28,0,79
2024-10-22 13:32:29,0,1188
2024-10-22 13:32:30,14,542
2024-10-22 13:32:31,25,60
2024-10-22 13:32:32,22,12
2024-10-22 13:32:33,11,4565
2024-10-22 13:32:34,10,1090
2024-10-22 13:32:35,60,307
2024-10-22 13:32:36,0,72
2024-10-22 13:32:37,26,8
2024-10-22 13:32:38,8,51
2024-10-22 13:32:39,0,306
2024-10-22 13:32:40,17,219
2024-10-22 13:32:41,24,523
2024-10-22 13:32:42,4,86
2024-10-22 13:32:43,12,479
2024-10-22 13:32:44,9,9
2024-10-22 13:32:45,5806,44
2024-10-22 13:32:46,100,4574
2024-10-22 13:32:47,242,3137
2024-10-22 13:32:48,191,94
2024-10-22 13:32:49,30,0
2024-10-22 13:32:50,14,0
2024-10-22 13:32:51,52,0
2024-10-22 13:32:52,48,2304
2024-10-22 13:32:53,44,88
2024-10-22 13:32:54,50,70
2024-10-22 13:32:55,10,36
2024-10-22 13:32:56,0,16
2024-10-22 13:32:57,29,15
2024-10-22 13:32:58,27,0
2024-10-22 13:32:59,17,12
2024-10-22 13:33:00,15,10
2024-10-22 13:33:01,0,4
2024-10-22 13:33:02,3,6
2024-10-22 13:33:03,13,0
2024-10-22 13:33:04,11,839
2024-10-22 13:33:05,700,588
2024-10-22 13:33:06,2437,8
2024-10-22 13:33:07,12,35
2024-10-22 13:33:08,11,22
2024-10-22 13:33:09,4465,42
2024-10-22 13:33:10,5870,65
2024-10-22 13:33:11,1293,100
2024-10-22 13:33:12,137,57
2024-10-22 13:33:13,37,18
2024-10-22 13:33:14,153,629
2024-10-22 13:33:15,0,32
2024-10-22 13:33:16,0,15
2024-10-22 13:33:17,30,15
2024-10-22 13:33:18,14,168
2024-10-22 13:33:19,0,13
2024-10-22 13:33:20,12,12
2024-10-22 13:33:21,25,4019
2024-10-22 13:33:22,37,1949
2024-10-22 13:33:23,12,552
2024-10-22 13:33:24,32,33
2024-10-22 13:33:25,20,39
2024-10-22 13:33:26,0,423
2024-10-22 13:33:27,44,1110
2024-10-22 13:33:28,16,40
2024-10-22 13:33:29,7,127
2024-10-22 13:33:30,12,19
2024-10-22 13:33:31,12,20
2024-10-22 13:33:32,0,316
2024-10-22 13:33:33,0,180
2024-10-22 13:33:34,716,515
2024-10-22 13:33:35,174,6
2024-10-22 13:33:36,1374,8
2024-10-22 13:33:37,1027,15
2024-10-22 13:33:38,5031,18
2024-10-22 13:33:39,84,804
2024-10-22 13:33:40,33,41
2024-10-22 13:33:41,30,928
2024-10-22 13:33:42,7,19
2024-10-22 13:33:43,6,23
2024-10-22 13:33:44,10,5
2024-10-22 13:33:45,420,0
2024-10-22 13:33:46,3118,28
2024-10-22 13:33:47,0,13
2024-10-22 13:33:48,13,38
2024-10-22 13:33:49,4994,22
2024-10-22 13:33:50,4991,0
2024-10-22 13:33:51,59,14
2024-10-22 13:33:52,28,1890
2024-10-22 13:33:53,13,13
2024-10-22 13:33:54,12,0
2024-10-22 13:33:55,34,0
2024-10-22 13:33:56,22,10
2024-10-22 13:33:57,27,28
2024-10-22 13:33:58,25,18
2024-10-22 13:33:59,670,16
2024-10-22 13:34:00,24,0
2024-10-22 13:34:01,7,21
2024-10-22 13:34:02,686,14
2024-10-22 13:34:03,6,12
2024-10-22 13:34:04,905,0
2024-10-22 13:34:05,10,75
2024-10-22 13:34:06,8,24
2024-10-22 13:34:07,2190,0
2024-10-22 13:34:08,528,0
2024-10-22 13:34:09,1466,72
2024-10-22 13:34:10,459,254
2024-10-22 13:34:11,11683,296
2024-10-22 13:34:12,0,130
2024-10-22 13:34:13,231,3702
2024-10-22 13:34:14,27,1782
2024-10-22 13:34:15,79,3078
2024-10-22 13:34:16,51,181
2024-10-22 13:34:17,0,25
2024-10-22 13:34:18,24,72
2024-10-22 13:34:19,23,46
2024-10-22 13:34:20,0,88
2024-10-22 13:34:21,64,176
2024-10-22 13:34:22,20,62
2024-10-22 13:34:23,20,19
2024-10-22 13:34:24,56,57
2024-10-22 13:34:25,180,126
2024-10-22 13:34:26,17,395
2024-10-22 13:34:27,51,0
2024-10-22 13:34:29,46,16
2024-10-22 13:34:30,0,1465
2024-10-22 13:34:32,12,13
2024-10-22 13:34:33,36,24
2024-10-22 13:34:34,21,66
2024-10-22 13:34:35,21,2348
2024-10-22 13:34:36,0,20
2024-10-22 13:34:37,38,9
2024-10-22 13:34:38,16,17
2024-10-22 13:34:39,22,22
2024-10-22 13:34:40,54,0
2024-10-22 13:34:41,11,42
2024-10-22 13:34:42,261,935
2024-10-22 13:34:43,0,15
2024-10-22 13:34:44,8,8
2024-10-22 13:34:45,87,951
2024-10-22 13:34:46,22,521
2024-10-22 13:34:47,183,794
2024-10-22 13:34:48,702,1253
2024-10-22 13:34:49,180,2376
2024-10-22 13:34:50,476,1335
2024-10-22 13:34:51,469,161
2024-10-22 13:34:52,930,18
2024-10-22 13:34:53,375,5
2024-10-22 13:34:54,16,0
2024-10-22 13:34:55,9,10
2024-10-22 13:34:56,4,3
2024-10-22 13:34:57,10,2
2024-10-22 13:34:58,29,3159
2024-10-22 13:34:59,742,44
2024-10-22 13:35:00,82,88
2024-10-22 13:35:01,56,27
2024-10-22 13:35:02,346,151
2024-10-22 13:35:03,267,3
2024-10-22 13:35:04,2006,27
2024-10-22 13:35:05,5,7
2024-10-22 13:35:06,572,3
2024-10-22 13:35:07,1056,12
2024-10-22 13:35:08,2077,26
2024-10-22 13:35:09,1968,968
2024-10-22 13:35:10,4,28
2024-10-22 13:35:11,6,9
2024-10-22 13:35:12,15,2
2024-10-22 13:35:13,5,0
2024-10-22 13:35:14,2484,9
2024-10-22 13:35:15,1255,12
2024-10-22 13:35:16,1771,86
2024-10-22 13:35:17,387,9
2024-10-22 13:35:18,748,18
2024-10-22 13:35:19,725,20
2024-10-22 13:35:20,637,15
2024-10-22 13:35:21,4,4
2024-10-22 13:35:22,27,463
2024-10-22 13:35:23,11,1624
2024-10-22 13:35:24,11,338
2024-10-22 13:35:25,0,1290
2024-10-22 13:35:26,7,2395
2024-10-22 13:35:27,12,12
2024-10-22 13:35:28,1863,12
2024-10-22 13:35:29,6,0
2024-10-22 13:35:30,10,4
2024-10-22 13:35:31,2110,4
2024-10-22 13:35:32,1866,11
2024-10-22 13:35:33,2433,97
2024-10-22 13:35:34,2899,40
2024-10-22 13:35:35,1320,30
2024-10-22 13:35:36,36,19
2024-10-22 13:35:37,0,24
2024-10-22 13:35:38,21,14
2024-10-22 13:35:39,78,19
2024-10-22 13:35:40,34,0
2024-10-22 13:35:41,10,0
2024-10-22 13:35:42,7,16
2024-10-22 13:35:43,3,3
2024-10-22 13:35:44,636,0
2024-10-22 13:35:45,2,1
2024-10-22 13:35:46,1205,1
2024-10-22 13:35:47,1391,65
2024-10-22 13:35:48,180,903
2024-10-22 13:35:49,807,0
2024-10-22 13:35:50,480,4
2024-10-22 13:35:51,372,0
2024-10-22 13:35:52,1553,2
2024-10-22 13:35:53,2008,18
2024-10-22 13:35:54,2565,93
2024-10-22 13:35:55,48,408
2024-10-22 13:35:56,108,5
2024-10-22 13:35:57,175,1593
2024-10-22 13:35:58,13,83
2024-10-22 13:35:59,12,148
2024-10-22 13:36:00,5,0
2024-10-22 13:36:01,864,8
2024-10-22 13:36:02,45,4
2024-10-22 13:36:03,3910,54
2024-10-22 13:36:04,15,29
2024-10-22 13:36:05,1291,205
2024-10-22 13:36:06,534,10
2024-10-22 13:36:07,125,0
2024-10-22 13:36:08,63,135
2024-10-22 13:36:09,4,258
2024-10-22 13:36:10,838,1
2024-10-22 13:36:11,1948,10
2024-10-22 13:36:12,1668,29
2024-10-22 13:36:13,1734,36
2024-10-22 13:36:14,10,3379
2024-10-22 13:36:15,52,37
2024-10-22 13:36:16,46,36
2024-10-22 13:36:17,33,11
2024-10-22 13:36:18,40,3880
2024-10-22 13:36:19,18,425
2024-10-22 13:36:20,0,405
2024-10-22 13:36:21,425,8
2024-10-22 13:36:22,24,15
2024-10-22 13:36:23,33,0
2024-10-22 13:36:24,0,1091
2024-10-22 13:36:25,7,7
2024-10-22 13:36:26,1563,19
2024-10-22 13:36:27,24,12
2024-10-22 13:36:29,5,1659
2024-10-22 13:36:30,0,1856
2024-10-22 13:36:31,12,5
2024-10-22 13:36:32,15,45
2024-10-22 13:36:33,5,1063
2024-10-22 13:36:34,10,1981
2024-10-22 13:36:35,7,742
2024-10-22 13:36:36,12,330
2024-10-22 13:36:37,5,205
2024-10-22 13:36:38,7,2149
2024-10-22 13:36:39,0,815
2024-10-22 13:36:40,20,1545
2024-10-22 13:36:41,7,497
2024-10-22 13:36:42,6,455
2024-10-22 13:36:43,0,1422
2024-10-22 13:36:44,12,0
2024-10-22 13:36:45,35,1045
2024-10-22 13:36:46,14,12
2024-10-22 13:36:47,4,1254
2024-10-22 13:36:48,86,533
2024-10-22 13:36:49,44,305
2024-10-22 13:36:50,129,0
2024-10-22 13:36:51,616,0
2024-10-22 13:36:52,4245,2
2024-10-22 13:36:53,1031,0
2024-10-22 13:36:54,0,1488
2024-10-22 13:36:55,10,1220
2024-10-22 13:36:56,103,0
2024-10-22 13:36:57,387,18
2024-10-22 13:36:58,3152,29
2024-10-22 13:36:59,0,9
2024-10-22 13:37:00,31,16
2024-10-22 13:37:01,707,637
2024-10-22 13:37:02,462,18
2024-10-22 13:37:03,699,6
2024-10-22 13:37:04,5,11
2024-10-22 13:37:06,18,6
2024-10-22 13:37:07,293,2
2024-10-22 13:37:08,2735,9
2024-10-22 13:37:09,1223,0
2024-10-22 13:37:10,2533,52
2024-10-22 13:37:11,1740,36
2024-10-22 13:37:12,33,33
2024-10-22 13:37:13,10,2667
2024-10-22 13:37:14,0,2191
2024-10-22 13:37:15,1800,12
2024-10-22 13:37:16,45,12
2024-10-22 13:37:18,300,10
2024-10-22 13:37:19,0,396
2024-10-22 13:37:20,0,8
2024-10-22 13:37:21,8,8
2024-10-22 13:37:23,12,5
2024-10-22 13:37:24,33,2314
2024-10-22 13:37:25,63,18
2024-10-22 13:37:26,0,12
2024-10-22 13:37:27,539,6
2024-10-22 13:37:28,5,515
2024-10-22 13:37:29,820,4463
2024-10-22 13:37:30,0,2229
2024-10-22 13:37:31,35,1632
2024-10-22 13:37:32,68,36
2024-10-22 13:37:33,5112,0
2024-10-22 13:37:34,0,34
2024-10-22 13:37:35,16,0
2024-10-22 13:37:36,705,30
2024-10-22 13:37:37,56,0
2024-10-22 13:37:38,26,0
2024-10-22 13:37:39,12,0
2024-10-22 13:37:40,33,0
2024-10-22 13:37:41,2770,23
2024-10-22 13:37:42,195,25
2024-10-22 13:37:43,0,1650
2024-10-22 13:37:44,32,33
2024-10-22 13:37:45,0,32
2024-10-22 13:37:46,20,0
2024-10-22 13:37:47,18,29
2024-10-22 13:37:48,0,18
2024-10-22 13:37:49,24,8
2024-10-22 13:37:50,0,7
2024-10-22 13:37:51,2423,8
2024-10-22 13:37:52,1482,9
2024-10-22 13:37:53,1304,0
2024-10-22 13:37:54,14,7
2024-10-22 13:37:55,421,7
2024-10-22 13:37:56,1565,6
2024-10-22 13:37:57,27,6
2024-10-22 13:37:58,43,6
2024-10-22 13:37:59,0,14
2024-10-22 13:38:00,6,2758
2024-10-22 13:38:02,110,4763
2024-10-22 13:38:03,39,3468
2024-10-22 13:38:04,0,48
2024-10-22 13:38:05,11,0
2024-10-22 13:38:06,22,63
2024-10-22 13:38:07,10,0
2024-10-22 13:38:08,44,16
2024-10-22 13:38:09,16,0
2024-10-22 13:38:10,14,7
2024-10-22 13:38:11,7,35
2024-10-22 13:38:12,12,12
2024-10-22 13:38:13,0,3870
2024-10-22 13:38:14,0,1085
2024-10-22 13:38:15,11,0
2024-10-22 13:38:16,12,1302
2024-10-22 13:38:17,22,3061
2024-10-22 13:38:19,10,2034
2024-10-22 13:38:20,20,0
2024-10-22 13:38:21,9,10
2024-10-22 13:38:22,8,32
2024-10-22 13:38:23,15,408
2024-10-22 13:38:24,53,419
2024-10-22 13:38:25,0,1185
2024-10-22 13:38:26,0,45
2024-10-22 13:38:27,5,15
2024-10-22 13:38:28,0,100
2024-10-22 13:38:29,4,1487
2024-10-22 13:38:30,3,383
2024-10-22 13:38:31,0,833
2024-10-22 13:38:33,14,5046
2024-10-22 13:38:34,36,7207
2024-10-22 13:38:35,17,1190
2024-10-22 13:38:36,0,32
2024-10-22 13:38:37,0,61
2024-10-22 13:38:38,2729,30
2024-10-22 13:38:40,52,13
2024-10-22 13:38:41,26,13
2024-10-22 13:38:42,12,11
2024-10-22 13:38:43,33,0
2024-10-22 13:38:44,40,10
2024-10-22 13:38:45,18,0
2024-10-22 13:38:46,8,9
2024-10-22 13:38:48,7,0
2024-10-22 13:38:49,1860,0
2024-10-22 13:38:50,770,7
2024-10-22 13:38:51,12,18
2024-10-22 13:38:52,30,5
2024-10-22 13:38:53,332,0
2024-10-22 13:38:54,1178,5
2024-10-22 13:38:55,755,13
2024-10-22 13:38:56,986,18
2024-10-22 13:38:57,1636,0
2024-10-22 13:38:58,918,6
2024-10-22 13:38:59,12,1100
2024-10-22 13:39:00,5,560
2024-10-22 13:39:01,8,788
2024-10-22 13:39:02,0,24
2024-10-22 13:39:03,0,62
2024-10-22 13:39:04,34,1829
2024-10-22 13:39:05,4873,32
2024-10-22 13:39:06,39,15
2024-10-22 13:39:07,14,0
2024-10-22 13:39:08,0,12
2024-10-22 13:39:09,1245,5
2024-10-22 13:39:10,0,4
2024-10-22 13:39:11,9,4
2024-10-22 13:39:12,283,15
2024-10-22 13:39:13,8,8
2024-10-22 13:39:14,1076,6
2024-10-22 13:39:15,4832,0
2024-10-22 13:39:16,0,709
2024-10-22 13:39:17,1489,29
2024-10-22 13:39:18,9,18
2024-10-22 13:39:19,1574,11
2024-10-22 13:39:20,10,10
2024-10-22 13:39:21,0,28
2024-10-22 13:39:22,20,2161
2024-10-22 13:39:23,20,1346
2024-10-22 13:39:24,0,1277
2024-10-22 13:39:25,0,12
2024-10-22 13:39:26,22,11
2024-10-22 13:39:27,0,41
2024-10-22 13:39:28,3798,20
2024-10-22 13:39:29,30,18
2024-10-22 13:39:30,18,9
2024-10-22 13:39:31,8,1279
2024-10-22 13:39:32,11,1110
2024-10-22 13:39:33,0,1914
2024-10-22 13:39:34,20,420
2024-10-22 13:39:35,18,351
2024-10-22 13:39:36,8,16
2024-10-22 13:39:37,8,24
2024-10-22 13:39:38,13,635
2024-10-22 13:39:39,0,2213
2024-10-22 13:39:40,7,959
2024-10-22 13:39:41,5,0
2024-10-22 13:39:42,10,10
2024-10-22 13:39:44,718,7
2024-10-22 13:39:45,132,0
2024-10-22 13:39:46,1738,0
2024-10-22 13:39:47,408,821
2024-10-22 13:39:48,0,4081
2024-10-22 13:39:49,0,880
2024-10-22 13:39:50,30,10
2024-10-22 13:39:51,18,1206
2024-10-22 13:39:52,0,368
2024-10-22 13:39:53,7,1806
2024-10-22 13:39:54,0,979
